1150.5	10.0	0.7	1150.5	0.7	0.7	10000.0	1000.0
1151.5	10.0	0.7	1151.5	0.7	0.7	10000.0	1000.1
1152.5	10.0	0.7	1152.5	0.7	0.7	10000.0	1000.1
1153.5	10.0	0.7	1153.5	0.7	0.7	10000.0	1000.1
1154.5	10.0	0.7	1154.5	0.7	0.7	10000.0	1000.2
1155.5	10.0	0.7	1155.5	0.7	0.7	10000.0	1000.2
1156.5	10.0	0.7	1156.5	0.7	0.7	10000.0	1000.3
1157.5	10.0	0.7	1157.5	0.7	0.7	10000.0	1000.3
1158.5	10.0	0.7	1158.5	0.7	0.7	10000.0	1000.3
1159.5	10.0	0.7	1159.5	0.7	0.7	10000.0	1000.4
1160.5	10.0	0.7	1160.5	0.7	0.7	10000.0	1000.4
1161.5	10.0	0.7	1161.5	0.7	0.7	10000.0	1000.4
1162.5	10.0	0.7	1162.5	0.7	0.7	10000.0	1000.5
1163.5	10.0	0.7	1163.5	0.7	0.7	10000.0	1000.5
1164.5	10.0	0.7	1164.5	0.7	0.7	10000.0	1000.6
1165.5	10.0	0.7	1165.5	0.7	0.7	10000.0	1000.6
1166.5	10.0	0.7	1166.5	0.7	0.7	10000.0	1000.6
1167.5	10.0	0.7	1167.5	0.7	0.7	10000.0	1000.7
1168.5	10.0	0.7	1168.5	0.7	0.7	10000.0	1000.7
1169.5	10.0	0.7	1169.5	0.7	0.7	10000.0	1000.7
1170.5	10.0	0.7	1170.5	0.7	0.7	10000.0	1000.8
1171.5	10.0	0.7	1171.5	0.7	0.7	10000.0	1000.8
1172.5	10.0	0.7	1172.5	0.7	0.7	10000.0	1000.8
1173.5	10.0	0.7	1173.5	0.7	0.7	10000.0	1000.9
1174.5	10.0	0.7	1174.5	0.7	0.7	10000.0	1000.9
1175.5	10.0	0.7	1175.5	0.7	0.7	10000.0	1001.0
1176.5	10.0	0.7	1176.5	0.7	0.7	10000.0	1001.0
1177.5	10.0	0.7	1177.5	0.7	0.7	10000.0	1001.0
1178.5	10.0	0.7	1178.5	0.7	0.7	10000.0	1001.1
1179.5	10.0	0.7	1179.5	0.7	0.7	10000.0	1001.1
1180.5	10.0	0.7	1180.5	0.7	0.7	10000.0	1001.1
1181.5	10.0	0.7	1181.5	0.7	0.7	10000.0	1001.2
1182.5	10.0	0.7	1182.5	0.7	0.7	10000.0	1001.2
1183.5	10.0	0.7	1183.5	0.7	0.7	10000.0	1001.3
1184.5	10.0	0.7	1184.5	0.7	0.7	10000.0	1001.3
1185.5	10.0	0.7	1185.5	0.7	0.7	10000.0	1001.3
1186.5	10.0	0.7	1186.5	0.7	0.7	10000.0	1001.4
1187.5	10.0	0.7	1187.5	0.7	0.7	10000.0	1001.4
1188.5	10.0	0.7	1188.5	0.7	0.7	10000.0	1001.4
1189.5	10.0	0.7	1189.5	0.7	0.7	10000.0	1001.5
1190.5	10.0	0.7	1190.5	0.7	0.7	10000.0	1001.5
1191.5	10.0	0.7	1191.5	0.7	0.7	10000.0	1001.5
1192.5	10.0	0.7	1192.5	0.7	0.7	10000.0	1001.6
1193.5	10.0	0.7	1193.5	0.7	0.7	10000.0	1001.6
1194.5	10.0	0.7	1194.5	0.7	0.7	10000.0	1001.7
1195.5	10.0	0.7	1195.5	0.7	0.7	10000.0	1001.7
1196.5	10.0	0.7	1196.5	0.7	0.7	10000.0	1001.7
1197.5	10.0	0.7	1197.5	0.7	0.7	10000.0	1001.8
1198.5	10.0	0.7	1198.5	0.7	0.7	10000.0	1001.8
1199.5	10.0	0.7	1199.5	0.7	0.7	10000.0	1001.8
1200.5	10.0	0.7	1200.5	0.7	0.7	10000.0	1001.9
1201.5	10.0	0.7	1201.5	0.7	0.7	10000.0	1001.9
1202.5	10.0	0.7	1202.5	0.7	0.7	10000.0	1002.0
1203.5	10.0	0.7	1203.5	0.7	0.7	10000.0	1002.0
1204.5	10.0	0.7	1204.5	0.7	0.7	10000.0	1002.0
1205.5	10.0	0.7	1205.5	0.7	0.7	10000.0	1002.1
1206.5	10.0	0.7	1206.5	0.7	0.7	10000.0	1002.1
1207.5	10.0	0.7	1207.5	0.7	0.7	10000.0	1002.1
1208.5	10.0	0.7	1208.5	0.7	0.7	10000.0	1002.2
1209.5	10.0	0.7	1209.5	0.7	0.7	10000.0	1002.2
1210.5	10.0	0.7	1210.5	0.7	0.7	10000.0	1002.2
1211.5	10.0	0.7	1211.5	0.7	0.7	10000.0	1002.3
1212.5	10.0	0.7	1212.5	0.7	0.7	10000.0	1002.3
1213.5	10.0	0.7	1213.5	0.7	0.7	10000.0	1002.4
1214.5	10.0	0.7	1214.5	0.7	0.7	10000.0	1002.4
1215.5	10.0	0.7	1215.5	0.7	0.7	10000.0	1002.4
1216.5	10.0	0.7	1216.5	0.7	0.7	10000.0	1002.5
1217.5	10.0	0.7	1217.5	0.7	0.7	10000.0	1002.5
1218.5	10.0	0.7	1218.5	0.7	0.7	10000.0	1002.5
1219.5	10.0	0.7	1219.5	0.7	0.7	10000.0	1002.6
1220.5	10.0	0.7	1220.5	0.7	0.7	10000.0	1002.6
1221.5	10.0	0.7	1221.5	0.7	0.7	10000.0	1002.7
1222.5	10.0	0.7	1222.5	0.7	0.7	10000.0	1002.7
1223.5	10.0	0.7	1223.5	0.7	0.7	10000.0	1002.7
