Time     | Pyro1    | Pyro2    | Temp     | Effort   | Gap      | Speed_V  | Speed_V0 | Speed_V1 | LeftCap  | RightCap | Moment   | Power    | GapCap   | SpeedCap | x(deb)   | x1(deb)  | length(deb)
31.1     | 29.06    | 26.88    | 1015.46  | 0        | 320.0    | 100.0    | 100      | 200      | 0        | 0        | 0        | 0        | 1        | 1        | 3174.62  | 3509.31  | 334.69  
31.2     | 29.35    | 27.87    | 1012.8   | 0        | 320.0    | 100.0    | 100      | 200      | 0        | 0        | 0        | 0        | 1        | 1        | 3194.62  | 3529.31  | 334.69  
31.3     | 28.8     | 27.42    | 1010.15  | 0        | 320.0    | 100.0    | 100      | 200      | 0        | 0        | 0        | 0        | 1        | 1        | 3214.62  | 3549.31  | 334.69  
31.4     | 26.17    | 27.01    | 1007.5   | 0        | 320.0    | 100.0    | 100      | 200      | 0        | 0        | 0        | 0        | 1        | 1        | 3234.62  | 3569.31  | 334.69  
31.5     | 26.46    | 29.8     | 1004.84  | 0        | 320.0    | 100.0    | 100      | 200      | 0        | 0        | 0        | 0        | 1        | 1        | 3254.62  | 3589.31  | 334.69  
31.6     | 28.09    | 28.6     | 1002.19  | 0        | 320.0    | 100.0    | 100      | 200      | 0        | 0        | 0        | 0        | 1        | 1        | 3274.62  | 3609.31  | 334.69  
31.7     | 27.88    | 28.22    | 999.54   | 0        | 320.0    | 100.0    | 100      | 200      | 0        | 0        | 0        | 0        | 1        | 1        | 3294.62  | 3629.31  | 334.69  
31.8     | 27.17    | 27.59    | 996.89   | 0        | 320.0    | 100.0    | 100      | 200      | 0        | 0        | 0        | 0        | 1        | 1        | 3314.62  | 3649.31  | 334.69  
31.9     | 26.09    | 29.32    | 994.23   | 0        | 320.0    | 100.0    | 100      | 200      | 0        | 0        | 0        | 0        | 1        | 1        | 3334.62  | 3669.31  | 334.69  
32.0     | 26.47    | 28.49    | 991.58   | 0        | 320.0    | 100.0    | 100      | 200      | 0        | 0        | 0        | 0        | 1        | 1        | 3354.62  | 3689.31  | 334.69  
32.1     | 28.28    | 27.13    | 988.93   | 0        | 320.0    | 100.0    | 100      | 200      | 0        | 0        | 0        | 0        | 1        | 1        | 3374.62  | 3709.31  | 334.69  
32.2     | 26.56    | 27.81    | 986.27   | 0        | 320.0    | 100.0    | 100      | 200      | 0        | 0        | 0        | 0        | 1        | 1        | 3394.62  | 3729.31  | 334.69  
32.3     | 27.91    | 28.32    | 983.62   | 0        | 320.0    | 100.0    | 100      | 200      | 0        | 0        | 0        | 0        | 1        | 1        | 3414.62  | 3749.31  | 334.69  
32.4     | 28.58    | 27.7     | 980.97   | 0        | 320.0    | 100.0    | 100      | 200      | 0        | 0        | 0        | 0        | 1        | 1        | 3434.62  | 3769.31  | 334.69  
32.5     | 27.19    | 29.77    | 978.31   | 0        | 320.0    | 100.0    | 100      | 200      | 0        | 0        | 0        | 0        | 1        | 1        | 3454.62  | 3789.31  | 334.69  
32.6     | 27.16    | 27.14    | 975.66   | 0        | 320.0    | 100.0    | 100      | 200      | 0        | 0        | 0        | 0        | 1        | 1        | 3474.62  | 3809.31  | 334.69  
32.7     | 29.09    | 28.57    | 973.01   | 0        | 320.0    | 100.0    | 100      | 200      | 0        | 0        | 0        | 0        | 1        | 1        | 3494.62  | 3829.31  | 334.69  
32.8     | 27.23    | 26.7     | 970.35   | 0        | 320.0    | 100.0    | 100      | 200      | 0        | 0        | 0        | 0        | 1        | 1        | 3514.62  | 3849.31  | 334.69  
32.9     | 26.55    | 28.75    | 967.7    | 0        | 320.0    | 100.0    | 100      | 200      | 0        | 1        | 0        | 0        | 1        | 1        | 3515.31  | 3850     | 334.69  
33.0     | 26.55    | 28.39    | 1114.24  | 0        | 320.0    | 50.0     | 50.0     | 150.0    | 0        | 1        | 0        | 0        | 1        | 0        | 3535.31  | 3870.0   | 334.69  
33.1     | 26.55    | 29.12    | 1114.24  | 0        | 320.0    | 0.0      | 0.0      | 100.0    | 0        | 1        | 0        | 0        | 1        | 1        | 3550.31  | 3885.0   | 334.69  
33.2     | 26.55    | 29.88    | 1114.24  | 0        | 320.0    | 0        | 0        | 50.0     | 0        | 1        | 0        | 0        | 1        | 1        | 3560.31  | 3895.0   | 334.69  
33.3     | 26.55    | 29.73    | 1114.24  | 0        | 320.0    | 0        | 0        | 0.0      | 0        | 1        | 0        | 0        | 1        | 1        | 3565.31  | 3900.0   | 334.69  
33.4     | 26.49    | 26.1     | 1113.74  | 0        | 310.0    | 0        | 0        | 0.0      | 0        | 1        | 0        | 0        | 0        | 1        | 3565.31  | 3900     | 334.69  
33.5     | 28.33    | 29.31    | 1113.24  | 0        | 300.0    | 0        | 0        | 0.0      | 0        | 1        | 0        | 0        | 0        | 1        | 3565.31  | 3900     | 334.69  
33.6     | 27.13    | 29.06    | 1112.74  | 0        | 290.0    | 0        | 0        | 0.0      | 0        | 1        | 0        | 0        | 1        | 1        | 3565.31  | 3900     | 334.69  
33.7     | 28.64    | 28.39    | 1107.74  | 0        | 290.0    | 50.0     | 0        | 0        | 0        | 1        | 0        | 0        | 1        | 1        | 3565.31  | 3900     | 334.69  
33.8     | 26.68    | 26.42    | 1102.74  | 0        | 290.0    | 100.0    | 0        | 0        | 0        | 1        | 0        | 0        | 1        | 1        | 3565.31  | 3900     | 334.69  
33.9     | 28.78    | 28.55    | 1102.29  | 0        | 290.0    | 100.0    | 50.0     | 50.0     | 0        | 1        | 0        | 0        | 1        | 1        | 3560.31  | 3895.0   | 334.69  
34.0     | 27.62    | 28.91    | 1101.84  | 0        | 290.0    | 100.0    | 100.0    | 100.0    | 0        | 1        | 0        | 0        | 1        | 1        | 3550.31  | 3885.0   | 334.69  
34.1     | 26.32    | 29.22    | 1101.39  | 0        | 290.0    | 100.0    | 150.0    | 100      | 0        | 1        | 0        | 0        | 1        | 1        | 3540.31  | 3875.0   | 334.69  
34.2     | 28.94    | 27.85    | 1100.94  | 0        | 290.0    | 100.0    | 200.0    | 100      | 0        | 1        | 0        | 0        | 1        | 1        | 3530.31  | 3865.0   | 334.69  
34.3     | 29.86    | 27.52    | 1100.49  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 1        | 0        | 0        | 1        | 1        | 3520.31  | 3855.0   | 334.69  
34.4     | 27.67    | 26.78    | 1100.04  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 3510.31  | 3845.0   | 334.69  
34.5     | 29.51    | 27.53    | 1099.59  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 3500.31  | 3835.0   | 334.69  
34.6     | 27.08    | 29.87    | 1099.14  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 3490.31  | 3825.0   | 334.69  
34.7     | 29.54    | 29.49    | 1098.69  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 3480.31  | 3815.0   | 334.69  
34.8     | 26.1     | 27.12    | 1098.24  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 3470.31  | 3805.0   | 334.69  
34.9     | 27.56    | 29.24    | 1097.79  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 3460.31  | 3795.0   | 334.69  
35.0     | 28.92    | 27.56    | 1097.33  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 3450.31  | 3785.0   | 334.69  
35.1     | 28.33    | 28.64    | 1096.88  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 3440.31  | 3775.0   | 334.69  
35.2     | 27.88    | 29.43    | 1096.43  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 3430.31  | 3765.0   | 334.69  
35.3     | 28.13    | 29.67    | 1095.98  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 3420.31  | 3755.0   | 334.69  
35.4     | 27.81    | 29.2     | 1095.53  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 3410.31  | 3745.0   | 334.69  
35.5     | 29.27    | 29.45    | 1095.08  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 3400.31  | 3735.0   | 334.69  
35.6     | 29.68    | 26.65    | 1094.63  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 3390.31  | 3725.0   | 334.69  
35.7     | 26.16    | 28.32    | 1094.18  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 3380.31  | 3715.0   | 334.69  
35.8     | 28.71    | 29.44    | 1093.73  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 3370.31  | 3705.0   | 334.69  
35.9     | 26.54    | 28.48    | 1093.28  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 3360.31  | 3695.0   | 334.69  
36.0     | 28.79    | 29.66    | 1092.83  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 3350.31  | 3685.0   | 334.69  
36.1     | 26.32    | 29.84    | 1092.38  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 3340.31  | 3675.0   | 334.69  
36.2     | 26.84    | 28.12    | 1091.93  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 3330.31  | 3665.0   | 334.69  
36.3     | 29.49    | 29.95    | 1091.48  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 3320.31  | 3655.0   | 334.69  
36.4     | 28.65    | 26.2     | 1091.03  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 3310.31  | 3645.0   | 334.69  
36.5     | 28.69    | 28.06    | 1090.58  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 3300.31  | 3635.0   | 334.69  
36.6     | 29.15    | 29.65    | 1090.13  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 3290.31  | 3625.0   | 334.69  
36.7     | 27.74    | 28.66    | 1089.68  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 3280.31  | 3615.0   | 334.69  
36.8     | 29.78    | 28.16    | 1089.23  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 3270.31  | 3605.0   | 334.69  
36.9     | 28.41    | 27.88    | 1088.78  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 3260.31  | 3595.0   | 334.69  
37.0     | 27.34    | 28.76    | 1088.33  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 3250.31  | 3585.0   | 334.69  
37.1     | 27.32    | 26.13    | 1087.88  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 3240.31  | 3575.0   | 334.69  
37.2     | 28.01    | 26.53    | 1087.42  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 3230.31  | 3565.0   | 334.69  
37.3     | 26.24    | 29.37    | 1086.97  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 3220.31  | 3555.0   | 334.69  
37.4     | 26.58    | 28.0     | 1086.52  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 3210.31  | 3545.0   | 334.69  
37.5     | 29.37    | 26.54    | 1086.07  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 3200.31  | 3535.0   | 334.69  
37.6     | 27.69    | 29.44    | 1085.62  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 3190.31  | 3525.0   | 334.69  
37.7     | 27.77    | 27.97    | 1085.17  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 3180.31  | 3515.0   | 334.69  
37.8     | 26.85    | 27.4     | 1084.72  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 3170.31  | 3505.0   | 334.69  
37.9     | 27.53    | 29.27    | 1084.27  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 3160.31  | 3495.0   | 334.69  
38.0     | 26.93    | 29.68    | 1083.82  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 3150.31  | 3485.0   | 334.69  
38.1     | 27.64    | 27.13    | 1083.37  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 3140.31  | 3475.0   | 334.69  
38.2     | 27.41    | 29.29    | 1082.92  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 3130.31  | 3465.0   | 334.69  
38.3     | 28.89    | 28.46    | 1082.47  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 3120.31  | 3455.0   | 334.69  
38.4     | 28.22    | 26.14    | 1082.02  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 3110.31  | 3445.0   | 334.69  
38.5     | 29.16    | 27.89    | 1081.57  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 3100.31  | 3435.0   | 334.69  
38.6     | 26.63    | 26.2     | 1081.12  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 3090.31  | 3425.0   | 334.69  
38.7     | 26.29    | 29.12    | 1080.67  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 3080.31  | 3415.0   | 334.69  
38.8     | 27.15    | 29.57    | 1080.22  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 3070.31  | 3405.0   | 334.69  
38.9     | 28.12    | 26.13    | 1079.77  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 3060.31  | 3395.0   | 334.69  
39.0     | 27.94    | 26.07    | 1079.32  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 3050.31  | 3385.0   | 334.69  
39.1     | 26.96    | 29.46    | 1078.87  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 3040.31  | 3375.0   | 334.69  
39.2     | 28.37    | 27.2     | 1078.42  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 3030.31  | 3365.0   | 334.69  
39.3     | 26.21    | 27.43    | 1077.97  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 3020.31  | 3355.0   | 334.69  
39.4     | 29.65    | 27.2     | 1077.51  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 3010.31  | 3345.0   | 334.69  
39.5     | 27.86    | 27.1     | 1077.06  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 3000.31  | 3335.0   | 334.69  
39.6     | 27.28    | 26.37    | 1076.61  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 2990.31  | 3325.0   | 334.69  
39.7     | 28.61    | 28.18    | 1076.16  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 2980.31  | 3315.0   | 334.69  
39.8     | 27.27    | 27.11    | 1075.71  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 2970.31  | 3305.0   | 334.69  
39.9     | 26.38    | 28.24    | 1075.26  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 2960.31  | 3295.0   | 334.69  
40.0     | 29.81    | 28.36    | 1074.81  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 2950.31  | 3285.0   | 334.69  
40.1     | 26.13    | 26.53    | 1074.36  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 2940.31  | 3275.0   | 334.69  
40.2     | 29.3     | 29.37    | 1073.91  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 2930.31  | 3265.0   | 334.69  
40.3     | 27.25    | 27.93    | 1073.46  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 2920.31  | 3255.0   | 334.69  
40.4     | 26.66    | 27.66    | 1073.01  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 2910.31  | 3245.0   | 334.69  
40.5     | 29.75    | 29.24    | 1072.56  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 2900.31  | 3235.0   | 334.69  
40.6     | 27.98    | 29.41    | 1072.11  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 2890.31  | 3225.0   | 334.69  
40.7     | 29.48    | 27.23    | 1071.66  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 2880.31  | 3215.0   | 334.69  
40.8     | 27.58    | 27.2     | 1071.21  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 2870.31  | 3205.0   | 334.69  
40.9     | 27.59    | 26.9     | 1070.76  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 2860.31  | 3195.0   | 334.69  
41.0     | 29.93    | 26.18    | 1070.31  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 2850.31  | 3185.0   | 334.69  
41.1     | 26.28    | 28.96    | 1069.86  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 2840.31  | 3175.0   | 334.69  
41.2     | 28.52    | 29.18    | 1069.41  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 2830.31  | 3165.0   | 334.69  
41.3     | 26.35    | 27.76    | 1068.96  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 2820.31  | 3155.0   | 334.69  
41.4     | 27.22    | 27.42    | 1068.51  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 2810.31  | 3145.0   | 334.69  
41.5     | 27.91    | 29.55    | 1068.06  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 2800.31  | 3135.0   | 334.69  
41.6     | 28.78    | 27.31    | 1067.6   | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 2790.31  | 3125.0   | 334.69  
41.7     | 28.6     | 27.82    | 1067.15  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 2780.31  | 3115.0   | 334.69  
41.8     | 29.52    | 28.52    | 1066.7   | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 2770.31  | 3105.0   | 334.69  
41.9     | 29.58    | 26.53    | 1066.25  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 2760.31  | 3095.0   | 334.69  
42.0     | 29.91    | 29.61    | 1065.8   | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 2750.31  | 3085.0   | 334.69  
42.1     | 28.94    | 26.91    | 1065.35  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 2740.31  | 3075.0   | 334.69  
42.2     | 29.64    | 26.83    | 1064.9   | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 2730.31  | 3065.0   | 334.69  
42.3     | 26.94    | 26.91    | 1064.45  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 2720.31  | 3055.0   | 334.69  
42.4     | 29.28    | 28.38    | 1064.0   | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 2710.31  | 3045.0   | 334.69  
42.5     | 28.78    | 26.5     | 1063.55  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 2700.31  | 3035.0   | 334.69  
42.6     | 26.74    | 1063.1   | 1063.1   | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 2690.31  | 3025.0   | 334.69  
42.7     | 29.94    | 1062.65  | 1062.65  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 2680.31  | 3015.0   | 334.69  
42.8     | 27.54    | 1062.2   | 1062.2   | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 2670.31  | 3005.0   | 334.69  
42.9     | 28.59    | 1061.75  | 1061.75  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 2660.31  | 2995.0   | 334.69  
43.0     | 27.35    | 1061.3   | 1061.3   | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 2650.31  | 2985.0   | 334.69  
43.1     | 28.47    | 1060.85  | 1060.85  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 2640.31  | 2975.0   | 334.69  
43.2     | 28.08    | 1060.4   | 1060.4   | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 2630.31  | 2965.0   | 334.69  
43.3     | 26.88    | 1059.95  | 1059.95  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 2620.31  | 2955.0   | 334.69  
43.4     | 28.12    | 1059.5   | 1059.5   | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 2610.31  | 2945.0   | 334.69  
43.5     | 27.71    | 1059.05  | 1059.05  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 2600.31  | 2935.0   | 334.69  
43.6     | 29.29    | 1058.6   | 1058.6   | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 2590.31  | 2925.0   | 334.69  
43.7     | 27.83    | 1058.15  | 1058.15  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 2580.31  | 2915.0   | 334.69  
43.8     | 29.32    | 1057.69  | 1057.69  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 2570.31  | 2905.0   | 334.69  
43.9     | 29.1     | 1057.24  | 1057.24  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 2560.31  | 2895.0   | 334.69  
44.0     | 29.36    | 1056.79  | 1056.79  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 2550.31  | 2885.0   | 334.69  
44.1     | 28.73    | 1056.34  | 1056.34  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 2540.31  | 2875.0   | 334.69  
44.2     | 27.92    | 1055.89  | 1055.89  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 2530.31  | 2865.0   | 334.69  
44.3     | 27.41    | 1055.44  | 1055.44  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 2520.31  | 2855.0   | 334.69  
44.4     | 26.87    | 1054.99  | 1054.99  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 2510.31  | 2845.0   | 334.69  
44.5     | 28.92    | 1054.54  | 1054.54  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 2500.31  | 2835.0   | 334.69  
44.6     | 28.02    | 1054.09  | 1054.09  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 2490.31  | 2825.0   | 334.69  
44.7     | 27.1     | 1053.64  | 1053.64  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 2480.31  | 2815.0   | 334.69  
44.8     | 27.86    | 1053.19  | 1053.19  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 2470.31  | 2805.0   | 334.69  
44.9     | 28.22    | 1052.74  | 1052.74  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 2460.31  | 2795.0   | 334.69  
45.0     | 29.7     | 1052.74  | 1052.74  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 2450.31  | 2785.0   | 334.69  
45.1     | 29.14    | 1052.74  | 1052.74  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 2440.31  | 2775.0   | 334.69  
45.2     | 28.9     | 1052.74  | 1052.74  | 0        | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 0        | 0        | 1        | 1        | 2440.0   | 2774.69  | 334.69  
45.3     | 28.41    | 28.83    | 1047.36  | 4059.88  | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 325.01   | 211.73   | 1        | 1        | 2427.93  | 2764.69  | 336.76  
45.4     | 27.34    | 26.04    | 1047.36  | 4157.45  | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 318.28   | 216.7    | 1        | 1        | 2415.86  | 2754.69  | 338.83  
45.5     | 27.8     | 26.56    | 1047.36  | 4159.28  | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 325.09   | 211.69   | 1        | 1        | 2403.79  | 2744.69  | 340.9   
45.6     | 27.25    | 28.15    | 1047.36  | 4259.29  | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 323.24   | 206.42   | 1        | 1        | 2391.72  | 2734.69  | 342.97  
45.7     | 28.24    | 27.69    | 1047.36  | 4349.91  | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 316.83   | 210.96   | 1        | 1        | 2379.66  | 2724.69  | 345.03  
45.8     | 26.89    | 26.56    | 1047.36  | 4429.82  | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 324.68   | 208.83   | 1        | 1        | 2367.59  | 2714.69  | 347.1   
45.9     | 28.59    | 26.56    | 1047.36  | 4459.63  | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 324.58   | 205.41   | 1        | 1        | 2355.52  | 2704.69  | 349.17  
46.0     | 27.99    | 27.25    | 1047.36  | 4591.1   | 290.0    | 100.0    | 200      | 100      | 0        | 0        | 316.21   | 204.71   | 1        | 1        | 2343.45  | 2694.69  | 351.24  
