=== ЛОГ СЕРВЕРА 01.11 21:16 ===
Формат: Время Шаг | Параметры | Флаги
Параметры: Py1 Py2 Pre Gap VRPM V0R V1R M P
Флаги: SC=StartCap EC=EndCap GF=GapFeedback SF=SpeedFeedback
--------------------------------------------------------------------------------
T   3.2s S  32 | Pyr:  26.1 Pyr:  27.0 Pre:   0.0 Gap: 320.0 VRP:   0.0 V0R:   0.0 V1R:   0.0 M:   0.0 P:   0.0 | F:Gap
T   3.3s S  33 | Pyr:  26.1 Pyr:  28.6 Pre:   0.0 Gap: 320.0 VRP:  50.0 V0R:   0.0 V1R:   0.0 M:   0.0 P:   0.0 | F:Gap
T   3.4s S  34 | Pyr:  26.2 Pyr:  26.5 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R:   0.0 V1R:   0.0 M:   0.0 P:   0.0 | F:GapSpeed
T   3.5s S  35 | Pyr:  28.7 Pyr:  26.3 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R:  50.0 V1R:  50.0 M:   0.0 P:   0.0 | F:GapSpeed
T   3.6s S  36 | Pyr:  28.8 Pyr:  26.1 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 100.0 M:   0.0 P:   0.0 | F:GapSpeed
T   3.7s S  37 | Pyr:  28.6 Pyr:  26.8 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 150.0 M:   0.0 P:   0.0 | F:GapSpeed
T   3.8s S  38 | Pyr:  27.5 Pyr:  27.7 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:GapSpeed
T   3.9s S  39 | Pyr:  26.4 Pyr:  28.4 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:GapSpeed
T   4.0s S  40 | Pyr:  28.4 Pyr:  29.3 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:GapSpeed
T   4.1s S  41 | Pyr:  28.0 Pyr:  29.4 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:GapSpeed
T   4.2s S  42 | Pyr:  29.6 Pyr:  26.6 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:GapSpeed
T   4.3s S  43 | Pyr:  28.8 Pyr:  29.0 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:GapSpeed
T   4.4s S  44 | Pyr:  28.4 Pyr:  29.8 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:GapSpeed
T   4.5s S  45 | Pyr:  29.6 Pyr:  28.4 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:GapSpeed
